author,desc,genre,homepage,language,name,price,rating,release,require,time,url,version,vote_all,vote_cur
Bonnier Corporation,"Cycle World is dedicated to the motorcycle enthusiast, no matter what he or she rides.  America’s largest motorcycle media brand and leading resource for in-depth, quality information on all types of motorcycles, accessories and riding gear. Get it today and read about all the new motorcycles – both dirt and street. See full road tests of current models and read Cycle World's award-winning feature stories. Cycle world has been showcasing the best of motorcycling for 50 years. Included in the app is Cycle World's Guide to Getting Started in Motorcycling - yours Free! Control your experience via quick and easy navigation from article to article, with all the great photos and rich media content you expect from the leading motorcycle media source.In this app you will find these features: • A free issue preview • Free Moto Intro 2012 and 2011• The ability to buy a single issue or subscribe annually • Supports both horizontal and landscape orientations • New high resolution image featuring Pinch &amp; Zoom • Social sharing • Supports both iPad and iPhone• Complete cover-to-cover issue (including all ads) ***Enjoy a FREE issue preview. Go into the in-app store and download a FREE issue preview. If you like it, buy the full issue for US$4.99 or subscribe. How Subscriptions Work: You may purchase subscriptions to Cycle World Magazine through the in-app store. Payment will be charged to your iTunes Account at confirmation of purchase. Subscriptions available: - 1-month subscription for US$1.99, automatically renewed until canceled- 1-year subscription (12 issues) for US$11.99, automatically renewed until canceled AUTOMATIC RENEWAL FEATURE: Your subscription will automatically continue (another month for monthly subscribers, another year for annual subscribers) unless auto-renewal is turned off at least 24 hours before the end of the current period. Your credit card will automatically be charged for another subscription period at the current subscription price. You can manage your subscriptions and turn off auto-renewal by going to your iTunes Account Settings after purchase. Subscriptions cannot be canceled during the active subscription period. For more information, read our privacy policy and terms of use. http://www.bonniercorp.com/privacy_policy.html",体育,https://itunes.apple.com/cn/artist/bonnier-corporation/id364048377,英文,Cycle World Magazine,免费,因含有以下内容而被评级为 9+：,2014年02月05日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366786,https://itunes.apple.com/cn/app/cycle-world-magazine/id522699768?mt=8,4.1,,
STUDIO COLORE GRAFICA DTP &amp; R SRL,"Official Publication of the International Sports Press Association.News, interviews, events and much more from  Sport's World and National Associations, Commissions and Federations.",体育,https://itunes.apple.com/cn/artist/studio-colore-grafica-dtp/id539502150,"意大利文, 英文",AIPSMEDIA,免费,限4岁以上,2012年08月03日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397366788,https://itunes.apple.com/cn/app/aipsmedia/id545941732?mt=8,1,,
"D folio Co., Ltd","2014.3월호가 업데이트 되었습니다 !!====================================축구를 중심(Core)으로, 세상과 적극적으로 소통하려고 하는 의지!!""F&amp;"" 매거진은 세계 축구의 열정을 담았습니다.스포탈 코리아에서 최신 축구 소식을 담은 ""F&amp;"" 디지털 매거진을 여러분께 선보입니다.    한국 K리그 뿐만 아니라, 영국의 프리미어리그, 스페인의 라리가, 이탈리아의 세리에A, 독일의 분데스리가 등 전세계의 축구의 열정적인 모습을 보실 수 있는 매거진 입니다.  생생한 화보, 동영상 그리고 재미있는 기사로 축구에 열광하는 여러분들을 찾아 뵙겠습니다.""F&amp;"" 디지털 매거진 속으로 한번 들어봐 보세요.      =============================================[개별 이슈 가격 안내] - 정기 이슈(1개호): $2.99 [정기구독 가격 안내] - 12개월 구독: $ 19.99 (자동연장)[유료 구입 안내]스페셜 에디션 부터 정기구독 및 유료 구입이 가능합니다.[정기구독 가입 안내] - 정기 구독에 대한 가입은 사용자가 관리하며, 구독 이후 사용자의 계정 설정에서 해제할 수 있습니다. (계정정보 설정 중 '구독 관리'에서 가능) - 정기 구독 기간 중에는 취소 및 환불이 불가능합니다. - F&amp; 디지털 매거진은 현재 무료 체험구독을 제공 하지 않습니다. 나중에 이용자에게 무료 체험구독을 제공하게 될 경우, 이용자가 기간이 끝나지 않았음에도 고객이 유료 정기구독에 가입하는 경우에는 무료 체험 구독에 대한 혜택은 없어집니다. [정기구독 자동결제 안내] - 결제는 아이튠즈 계정으로 청구 되며, 청구 내역은 설정된 계정에서 아이튠즈 계정으로 청구 발송됩니다. - 사용자의 계정 설정에서 가입환경 설정을 변경하지 않는 한 만료일로 부터 24시간 이내에 해제 하지 않으면 모든 정기구독에 대한 항목을 자동 갱신되어 비용이 청구됩니다. [과월호 구입 안내] - 정기 구독 이전의 과월호는 구독이 불가능 하며, 개별 이슈로만 구입이 가능합니다. [중국 지역 문제] 현재 사용중인 Adobe 솔루션이 중국지역에서는 라이브러리 이슈 다운로드가 정상적으로 되지 않고 있습니다. 해당 지역 이용자께서는 저희에게 이메일로 연락 부탁 드립니다.",体育,https://itunes.apple.com/cn/artist/dfolio/id432485125,"英文, 韩文",F& 디지털 매거진,免费,限4岁以上,2013年11月26日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366789,https://itunes.apple.com/cn/app/f-dijiteol-maegeojin/id579509853?mt=8,1.4,,
Factory Media Limited,"***Please be aware before downloading that the Kingpin shell app is free, but you will need to purchase individual issues***Launched in Nov 2002, Kingpin is the only pan-European skateboarding magazine. The magazine delivers the best of European skateboarding, its lifestyle and culture. Kingpin is packed full of the latest news and developments on the skate scene. Publication frequency: 12 issues per year, monthlyBack issues and future issues are available for purchase within the App.Future issues are also available through the following auto-renewing subscription:-12 Issues (1 Year) at £19.99/ $28.99The subscription will include the current issue if you do not already own it and subsequently published future issues. Payment will be charged to your iTunes Account at confirmation of purchase. This subscription will automatically renew unless auto-renew is turned off at least 24-hours before the end of the current period, your account will be charged for renewal within 24-hours prior to the end of the current period. The cost of the renewal will match the initial subscription price.You may turn off auto-renewing subscriptions by going to your user’s Account Settings after purchase. No cancellation of the current subscription is allowed during your active subscription period. Please find our Terms and Conditions and Privacy Policy here: http://www.pixelmags.com/t+c/1.0.1/",体育,https://itunes.apple.com/cn/artist/factory-media/id468085751,"俄文, 日文, 英文, 荷兰文",Kingpin Skateboarding,免费,因含有以下内容而被评级为 12+：,2013年10月17日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366790,https://itunes.apple.com/cn/app/kingpin-skateboarding/id468648759?mt=8,3.1.4,,
FC Bayern Muenchen Ag,"Das offizielle eMagazin des FC Bayern München. Exklusive Interviews, bislang unveröffentlichte Bilder, spannende Reportagen: im neuen, monatlichen eMagazin des deutschen Rekordmeisters finden die Anhänger ab sofort alles, was das rot-weiße Fanherz höher schlagen lässt. Ein ganz neues Erlebnis – und das alles vollkommen kostenlos! Südstern ist das neue eMagazin für alle, die einen Blick hinter die Kulissen des größten deutschen Fußballklubs werfen wollen. Viel Spaß beim Entdecken! Diese Applikation erfordert iOS 5.0 oder höher.",体育,https://itunes.apple.com/cn/artist/fc-bayern-munchen-ag/id463410799,英文,FCB Südstern,免费,限4岁以上,2014年02月19日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397366791,https://itunes.apple.com/cn/app/fcb-sudstern/id699705959?mt=8,1.6,,
富媒数字 北京,"《新高尔夫》杂志以专业、时尚、健康、闲逸为宗旨，采用国际流行版本和中英文对照，全面导入高尔夫时尚生活视野和时尚生活品味，以更人性化的阅读方式、更强烈的视觉美感来诠释高尔夫运动的原创性和游戏规则。是一本把高尔夫文化、高尔夫礼仪引入生活中的时尚杂志，也是国内报道高尔夫新闻独立媒体之一，杂志面向全球华人读者，客观真实地传递国内乃至世界各国的高尔夫信息，以探讨中国高尔夫发展趋势，推动中国高尔夫运动为主导方向。－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－ 1：订阅价格：用户可以选择订阅半年（只需要40元）或者订阅全年（只需要68元）。 2：关于续订：苹果App Store官方订阅功能为自动续费订阅，用户需要手动在iTunes帐户设置管理中关闭自动续订功能，如果订阅期结束前一天内未关闭自动续订功能，订阅周期后自动延续-。 3：关于订阅时间段：苹果App Store官方订阅功能使用的是时间段选项，而非具体杂志期刊号选项，因此，使用这一订阅方式的用户，我们会把时间段转化为期刊号订阅并增送最新一本杂志给用户，防止-在这一段时间内，有期刊上架晚，造成用户无法下载杂志，保证用户可以看足够的订阅数量。 4：用户在客户端内购买订阅后，请耐心等待系统给出的提示，切勿反复操作订阅按钮。 －－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－【帮助提示】 如果您遇到任何问题，请与我们客服联系 Email：info@epubchina.com 工作日：周一至周五 9:00-18:00 【合作相关】 锋阅网成立于上海张江国家数字出版基地, 是中国领先的新媒体阅读综合门户和新媒体服务商。 任何合作请致：lgc@epubchina.com 如果您对产品有任何建议和意见请致：zsb@epubchina.com 提示:若您在使用中有任何疑问或遇到问题,请在工作时间拨打我们在软件内的客服电话,或者微博私信留言,我们会及时为您处理.新浪微博搜索：锋阅网",图书,https://itunes.apple.com/cn/artist/fu-mei-shu-zi-bei-jing/id663678163,英文,《新高尔夫》,免费,限4岁以上,2013年11月21日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366792,https://itunes.apple.com/cn/app/xin-gao-er-fu/id674323942?mt=8,1.1,,
EDIDOSS srl,"TecnoMTb é la rivista specializzata dedicata alle molteplici specialità delciclismo off road. Nato nel 1991 esce ogni mese. Grande attenzione allaevoluzione tecnica della mountain bike, foto, rubriche ma anchecicloturismo, presentazione, report eventi, calendari sono tra itanti argomenti trattati nelle 148 pagine, il tutto con grande competenzagrazie a una redazione di appassionati professionisti.",体育,https://itunes.apple.com/cn/artist/edidoss-srl/id589449893,"意大利文, 英文",TecnoMTB ­ il mensile della mountain bike,免费,限4岁以上,2013年12月20日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366794,https://itunes.apple.com/cn/app/tecnomtb-mensile-della-mountain/id589449890?mt=8,2,,
OOO Izdatelskyi dom Superbike,"Журнал «SuperBike Magazine» - издание о мотоциклах, не имеющее аналогов на российском рынке. Профессиональные обзоры мототехники, начиная от обязательных замеров на динамометрическом стенде и заканчивая испытаниями предельных возможностей на треке, - принцип работы журнала. В «SuperBike Magazine» много околомотоциклетных тем и рубрик: Испытание квадроциклов и снегоходов, Обзоры оружия, Анализ рынка страхования, Тесты автомобилей, Путешествия в самые экзотические и дальние уголки мира и многое другое. Учитывая разнообразие рубрик и материалов, «SuperBike Magazine» - настоящее мужское издание.Цифровая подписка: годовая подписка на журнал стоимостью 1149 руб. в год, продлевается автоматически до момента отмены.Отплата всех покупок  производится в iTunes аккаунте после вашего подтверждения. Опция автоматически-обновляемой подписки: ваша подписка автоматически обновляется до момента отмены подписки не позднее за 24 часа до окончания текущего периода подписки. Стоимость подписки списывается в вашем iTunes аккаунте в течение 24 часов до момента окончания текущей подписки (следующая подписка на год, на месяц) до момента изменения предпочтений по подписке в вашем аккаунте. Вы можете управлять подпиской в настройках аккаунта после оформления подписки. Отмена подписки не возможна в течение активного периода подписки. Для дополнительной информации посетите страницу http://sbkmag.ru/copyright.php. Контактная информация http://sbkmag.ru/contacts.php",娱乐,https://itunes.apple.com/cn/artist/superbike-magazine/id770632736,英文,SuperBike,免费,限4岁以上,2014年03月12日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366795,https://itunes.apple.com/cn/app/superbike/id770632733?mt=8,1.0.8,,
Flat World Communication LLC,一本独特的豪华游艇设计杂志，曾荣获最高分辨率摄影大奖尽享完全免费的期刊《Navis 豪华游艇杂志》是一本独特的出版物，专为豪华游艇和船舶的设计而定制。它是一本高品质的游艇设计杂志。游艇社区能够在此找到游艇领域中最先进的设计方案和趋势，以及相关的活动和游艇文化生活方式。 * 每期刊物都展示世界上最先进的摩托游艇和风帆游艇。* 超高清图片分辨率，能够让您放大 200%，来仔细审视图片细节。没有任何其他杂志能够做到这一点。* 详尽的文章介绍技术、设计和内景。* 刊登游艇生活方式的文章。* 您的超级游艇旅行目的地。杂志口碑：- “这是迄今为止最好的游艇应用程序之一。作为一个游艇爱好者，我曾四处寻觅。而这款应用程序非常深入，并且很好地涵盖了船舶的各个方面”- “每一期中都有如此众多的精致选择。图片品质非常高超，您可以清楚地看到所有的细节。”- “这是迄今为止最好的游艇杂志”- “对于全世界的游艇爱好者来说，绝对是最佳的应用程序。强烈推荐”- “精美绝伦”《Navis 豪华游艇杂志》作为一本独特的游艇设计杂志从其他出版物中脱颖而出。它不同于《游艇杂志》、《国际船舶》、《起航杂志》、《船舶杂志》等其他信息类杂志，其内容更多是围绕收藏设计而出版的。下载免费的期刊，开始尽享豪华游艇的世界吧。请您在阅读完本杂志后，留下评级分数，并为其他读者提供点评。------我们的期刊订阅按下述程序进行： 下载应用程序是免费的，并将包括数本完全免费期刊。后续的期刊将按照双月刊出版，您可以在应用程序商店内购买，其售价为 4.99 美元。您也可以通过应用程序内商店，按年订阅《Navis 豪华游艇杂志》，其售价为 19.99 美元。您将通过 iTunes 账号确认支付购买。订阅将按照同样的价格和时段自动延续，除非您在当前时段结束前至少 24 小时内关闭自动延续功能。用户可以管理订阅，并于购买后前往用户账号设置中关闭自动延续功能。当前订阅期间，您无法取消任何订阅。用户选择订阅时，任何未曾使用的试用期将立即作废。,旅行,https://itunes.apple.com/cn/artist/flat-world-communication-llc/id464692855,"中文, 俄文, 巴斯克文, 德文, 意大利文, 挪威尼诺斯克文, 捷克文, 斯洛伐克文, 日文, 法文, 波兰文, 瑞典文, 芬兰文, 英文, 荷兰文, 葡萄牙文, 西班牙文, 越南文, 阿拉伯文, 韩文",Navis Luxury Yachts Magazine,免费,限4岁以上,2014年03月22日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366797,https://itunes.apple.com/cn/app/navis-luxury-yachts-magazine/id464692852?mt=8,1.97,,
The Humane Society of the United States,"All Animals is an inspiring call to action and a celebration of the creatures who share our world. Our in-depth reporting, compelling writing, and beautiful imagery highlight the bond between people and animals and tell the hopeful story of advocates working for change around the globe. As the signature magazine of The Humane Society of the United States, the nation's most effective animal protection organization, we believe in the power of the collective human spirit. Join our compassionate community of supporters by downloading our FREE app and sharing with friends and family our life-changing content, including:• fun, instructional pieces to help you make life better for your pets and welcome wildlife to your backyard• the best reporting and writing on the most challenging issues facing animals today • profiles of animals saved by our rescue and animal care teams• lifestyle and trend stories that inspire humane choices in the marketplace• slideshows, video, latest news feeds, and interactive graphics that bring to life our mission to celebrate animals and confront crueltyLearn more about The HSUS and our bimonthly magazine at humanesociety.org/allanimals.",新闻,https://itunes.apple.com/cn/artist/humane-society-united-states/id351446096,英文,All Animals Magazine,免费,限4岁以上,2013年10月20日,需要 iOS 5.0 或更高版本。与 iPad 兼容。,1397364336,https://itunes.apple.com/cn/app/all-animals-magazine/id551759481?mt=8,2.4,,
Archant,"***FREE to download with a FREE FULL SAMPLE ISSUE***Sport Diver magazine is one of the fastest growing recreational scuba magazines and is the official magazine of PADI's International Diving Society.""A diver since I was 12 years old, I jumped at the chance to take over the helm of Sport Diver in 1999 and thus combine my hobby with my journalistic career. Nearly 12 years on and some 3,500 dives later, I am just as enthusiastic about diving as I ever was and this can clearly be seen in each and every page of the magazine."" Mark Evans, EditorYour Sport Diver magazine app features search functionality to find articles relating to specific subjects, a page selector to choose a specific page to fast-navigate to and also allows you to download and save individual pages or full editions to enjoy offline and when you are on the go. Flip your device and read the magazine in either orientation or use the single page ‘Reading Mode’ on your iPad for the perfect pre-zoomed experience.The app gives you...• Access to a large number of editions of the magazine • Access these in 1 month, 3 month, 6 month and 12 month subscriptions. • View a large archive of back issues along with new issues that are released• Published 12 times a year. Sport Diver provides availability to all editions of the publication within the app by incorporating subscriptions allowing the purchase of- 1 month: £2.493 months: £6.996 months: £11.9912 Months: £19.49Alternatively, you can purchase single editions of the magazine for £2.99.The monthly and yearly subscriptions are auto-renewing subscriptions. Prices for the subscriptions are £2.49 for one month, £6.99 for three months, £11.99 for 6 months and finally £19.49 for a whole year. Payment for this subscription will be charged to your iTunes account upon purchase. The subscription will auto-renew within 24 hours of the current subscription expiring. Auto-renewing subscriptions can be managed via Account Settings allowing them to be turned off. No cancellations of the current subscription are allowed during the active subscription period.Single edition purchases give you continual access to the edition you purchase.",体育,https://itunes.apple.com/cn/artist/archant-ltd/id385752147,"俄文, 法文, 英文, 葡萄牙文, 西班牙文",Sport Diver,免费,限4岁以上,2013年02月28日,需要 iOS 5.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。,1397366798,https://itunes.apple.com/cn/app/sport-diver/id487602869?mt=8,2,,
Magzter Inc.,"A complete monthly for the sports lovers of Kerala, Mathrubhumi Sports masika, was launched on 15th of June, 1994. It's greatly contributed for providing an insight into the national and international sports events.Magazine Subscriptions are available for purchase inside this app. Six months subscription - $2.99 (automatically renewed until canceled)One year subscription - $4.99 (automatically renewed until canceled)Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Your iTunes account will automatically be charged at the same price for renewal within 24-hours prior to the end of the current period unless you change your subscription preferences in your account settings. You can manage your subscriptions through your account settings after purchase on your device. No cancellation of the current subscription is allowed during active subscription period.",体育,https://itunes.apple.com/cn/artist/magzter-inc./id406791755,英文,Mathrubhumi Sports Masika Magazine,免费,限4岁以上,2014年04月09日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366799,https://itunes.apple.com/cn/app/mathrubhumi-sports-masika/id586964277?mt=8,3.0.7,,
"Hi-Torque Publications, Inc.","The FIRST and BEST BMX magazine in the world, BMX PLUS! has covered the sport since its beginning. We're the NUMBER-ONE choice of riders and racers, covering BMX racing, freestyle, flatland, ramp, park and street, and dirt and trail, plus exclusive coverage of the X-Games and the Olympics. We test all the hot, new bikes, gear and products, and we'll let you know what the best set-ups are for your bike. Our action photography is the best in the world, and you'll see all the tricks in the greatest detail anywhere. BMX PLUS! will show you what the Pros are riding, and step-by-steps on how to pull off their moves. This App lets you purchase current and past single issues and subscriptions (which are available within the App) and download them to your mobile device. Issues in the App have enhanced features, including special video coverage on races, bikes, products, plus links to all manufacturers' websites. 12 issues (one year) for $8.99. Download the current issue, or back issues for $2.99 each. A subscription will include the current issue.This application is powered by GTxcel, a leader in digital publishing technology, provider of hundreds of online digital publications and mobile magazine apps.1 year subscription for $8.99 or a single issue for $2.99. Subscriptions will start from the most current eCommerce enabled issue going forward for one year from the date of purchase. Your subscription will automatically renew via your app store account 24-hours prior to the end of your subscription at the rate of $8.99 for one year. You can turn off the auto-renew feature up to 24-hours before the end of your subscription by going to your Account Settings after purchase. Subscriptions cannot be cancelled during the active subscription period.",体育,https://itunes.apple.com/cn/artist/hi-torque-publications/id495704314,英文,BMX PLUS! Magazine,免费,限4岁以上,2014年03月03日,需要 iOS 4.3 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366800,https://itunes.apple.com/cn/app/bmx-plus!-magazine/id497712966?mt=8,6.61,,
Ros Media,"MOTO iClub to specjalnie przygotowany projekt na temat samochodów. Temat kochany przez miliony entuzjastów samochodowych na całym świecie. Obiekt marzeń i pożądania nastolatków. Pokażemy najlepsze i najszybsze samochody sportowe produkowane obecnie i w przeszłości, najciekawsze nowości z rynku motoryzacyjnego, od luksusowych i prestiżowych sedanów, do legendarnych zabytkowych samochodów, które tworzą historię motoryzacji.W każdym odcinku naszej serii przedstawimy samochody, poprzez artykuły, galerie zdjęć i profesjonalnie wykonane filmy przedstawiające fakty dotyczące prezentowanych aut.Pobierz naszą darmową aplikację, a następnie wybierz numer czasopisma, który chcesz zakupić.Dostępne subskrypcje:3-miesięczna subskrypcja dostępna za 5,99 $ przedłużająca się automatycznie aż do odwołania.- Prenumerata odnowi się automatycznie, chyba że anulowane jej nastąpi nie więcej niż 24 godziny przed końcem bieżącego aktywnego okresu subskrypcji.- Możesz wyłączyć automatyczne odnawianie subskrypcji poprzez ustawienia konta, jednak nie możesz anulować aktualnie zakupionej - aktywnej subskrypcji podczas jej trwania.",体育,https://itunes.apple.com/cn/artist/rosmedia/id377712531,英文,Moto iClub PL,免费,限4岁以上,2013年04月25日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。,1397366802,https://itunes.apple.com/cn/app/moto-iclub-pl/id635233063?mt=8,1,,
magazinecloner.com NZ LP,"Aviator is an Australian aviation title covering General Aviation, Recreational, LSA, Ultralights, Rotary and Warbirds. Our team pride ourselves on being an inclusive title for the aviation community, covering all aspects of getting airborne and staying there. This exquisitely designed magazine is aimed both at those working in the industry and to ‘aspirational’ flyers. Humorous, sometimes controversial and certainly always lively, Aviator is packed with news, comment and world-leading images supplied by award-winning photographers.-------------------- Paid-for application downloads include one issue of the user’s choice. Further future issues and back issues can be purchased within the app. Subscriptions are also available within the application. A subscription will start from the next released issue. Available subscriptions are: 6 months: £15.49/ US$ 21.99/ AUD$ 27.99 (6 Issues)12 months: £27.49/ US$ 38.99/ AUD$ 48.99 (12 Issues) -The subscription will renew automatically unless cancelled more than 24 hours before the end of the current period, you will be charged for renewal within 24 hours of the end of the current period, for the same duration and at the current subscription rate for the product. -You may turn off the auto-renewal of subscriptions through your Account Settings, however you are not able to cancel the current subscription during its active period. -Payment will charged to your iTunes account at confirmation of purchase and any unused portion of a free trial period, if offered, will be forfeited when a subscription to that publication is purchased Bundles of single issues can be also be bought within the application. To use purchased credits, simply click on the issue price and select ‘use credit’. This allows you to purchase back issues at reduced prices. Users can register for/ login to a pocketmags account in-app. This will protect their issues in the case of a lost device and allow browsing of purchases on multiple platforms. Existing pocketmags users can retrieve their purchases by logging into their account. We recommend loading the app for the first time in a wi-fi area so that all issue data is retrieved. If your app will not load past the splash page after a first install or an update please delete and reinstall the app from the App Store Help and frequently asked questions be accessed in-app and on pocketmags. If you have any problems at all please do not hesitate to contact us: help@pocketmags.com -------------------- You can find our privacy policy here: http://www.pocketmags.com/privacy.aspx You can find our terms and conditions here: http://www.pocketmags.com/terms.aspx",体育,https://itunes.apple.com/cn/artist/magazinecloner.com-nz-lp/id434389350,英文,Aviator Magazine,免费,限4岁以上,2013年05月03日,需要 iOS 4.3 或更高版本。与 iPhone、iPad、iPod touch 兼容。,1397366803,https://itunes.apple.com/cn/app/aviator-magazine/id510996955?mt=8,4.9.10,,
Factory Media Limited,"Das Monster Skateboard Magazine ist Europas dienstälteste Skateboardpublikation (1982 gegründet) und zeigt monatlich, was in Sachen Deutsches Skateboarding angesagt ist – neben dem Besten aus der weltweiten Skateboardszene. Von Top-Interviews und authentischen Tour-Artikeln zu unerwarteten Features, Künstler-Portfolios und tiefgehenden Profiles – das MSM hat die Messlatte für Europa schon immer hoch gelegt. Endlich ein App um deine Lieblingsausgabe des SKATEBOARD MSM Magazins zu sehen. Durch den Kauf der App erhältst du automatisch kostenlos die aktuellste Ausgabe. Danach wirst du über jede neue Ausgabe informiert, die wiederum aus der App heraus erworben werden kann. Dies gilt natürlich auch für zurückliegende Ausgaben. Und mit unserer Abooption bekommst du zukünftige Ausgaben sogar zu einem noch günstigeren Preis! Durch interaktives Blättern, bei dem die Seiten deinen Fingern folgen und einer zusätzlichen Zoom-Funktion, werden die Probleme bezwungen, die jedem digitalem Ausgabegerät innewohnen. Ein einzigartiges Feature erlaubt es dir außerdem Magazine mit Freunden zu teilen - genauso, wie es in der realen Welt funktioniert. Zusätzlich hast du Zugang zu Bookmarks, der Inhaltsseite und einer großartigen Suchfunktion, die dir nicht nur erlaubt im aktuellen Magazin zu suchen, sondern auch in deinen Back-Issues. Ein Pixelmag can überall gelesen werden, völlig unabhängig von einer Datenverbindung. Dies ist essentiell, wenn du auf Reisen bist und du ein Magazin im Flugzeug oder im Zug lesen möchtest. Um das Magazin lesen zu können ist ein Pixel Mags Account notwending. Du kannst dich sowohl von der App direkt einloggen, als auch einen neuen Account erstellen. Und brauchst keinerlei Befürchtungen zu haben, dass du deine Magazine einmal verlierst, da sie immer wieder über deinen Account erhältlich sind. *Back issues and future issues are available for purchase within the App. Future issues are also available through the following auto-renewing subscription(s): -12 Issues (1 Year) at £22.99 / $32.99 / €25.99 -6 Issues (6 Months) at £10.99 / $15.99 / €12.99 The subscription will include the current issue if you do not already own it and subsequently published future issues. Payment will be charged to your iTunes Account at confirmation of purchase. This subscription will automatically renew unless auto-renew is turned off at least 24-hours before the end of the current period, your account will be charged for renewal within 24-hours prior to the end of the current period. The cost of the renewal will match the initial subscription price. You may turn off auto-renewing subscriptions by going to your user’s Account Settings after purchase. No cancellation of the current subscription is allowed during your active subscription period. Please find our Terms and Conditions and Privacy Policy here: http://www.pixelmags.com/t+c/current/",体育,https://itunes.apple.com/cn/artist/factory-media/id468085751,"俄文, 日文, 英文, 荷兰文",Skateboard MSM,免费,限4岁以上,2013年10月18日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366804,https://itunes.apple.com/cn/app/skateboard-msm/id504807860?mt=8,3.1.4,,
Beckett Media LLC,"Beckett Basketball is a monthly magazine loaded with everything you need to know about new basketball cards and more. It offers news, values for new releases as well as past sets along with the latest collecting trends.Our readers use this magazine to find out what's new, what their cards are worth, who's hot, who's not and more. For veterans and novices, Beckett Basketball is a must-have resource to stay informed and aware of the hobby.What to expect in each issue:• Editorial coverage: A mix of news, features and opinion pieces covering what’s new and what’s interesting in the hobby along with insight on how and what to collect.• Previews: All you need to know about upcoming card sets.• Reviews: Breakdowns  and opinions of the newest card releases.• The Hot List: A visual list and values for the 20 hottest cards on the market.• The Price Guide: More than 200 pages filled with price ranges for new releases and past sets.• Market Watch: A look at the key players and products to collect.---------------------------------This is a free app download. Free app downloads do not include a free issue unless otherwise stated. The current issue, back issues and future issues can be purchased within the app.Subscriptions are also available within the application. When a recurring subscription is purchased the latest issue will become available to download immediately.Available subscriptions are:1 month: US$ 5.99/ £3.99 (1 Issues)*6 months: US$ 27.99/ £19.49 (6 Issues)*12 months: US$ 37.99/ £26.99 (12 Issues)**This subscription has a free trial period of 30 days. At the end of the 30 days the full price of the subscription will be charged. You may cancel a subscription during its free trial period via the subscription settings on your iTunes account. This must be done 24 hours before the end of the subscription period to avoid being charged.-The subscription will renew automatically unless cancelled more than 24 hours before the end of the current period. You will be charged for renewal within 24 hours of the end of the current period, for the same duration and at the current subscription rate for the product.-You may turn off the auto-renewal of subscriptions through your Account Settings, however you are not able to cancel the current subscription during its active period.-Payment will charged to your iTunes account at confirmation of purchase and any unused portion of a free trial period, if offered, will be forfeited when a subscription to that publication is purchased.Bundles of single issues can be also be bought within the application. To use purchased credits, simply click on the issue price and select ‘use credit’. This allows you to purchase back issues at reduced prices.Users can register for/ login to a pocketmags account in-app. This will protect their issues in the case of a lost device and allow browsing of purchases on multiple platforms. Existing pocketmags users can retrieve their purchases by logging into their account.We recommend loading the app for the first time in a wi-fi area so that all issue data is retrieved.If your app will not load past the splash page after a first install or an update please click the settings cog, then click Settings then Refresh app data. If this also fails to work please delete and reinstall the app from the App StoreHelp and frequently asked questions be accessed in-app and on pocketmags.If you have any problems at all please do not hesitate to contact us: help@pocketmags.com--------------------You can find our privacy policy here:http://www.pocketmags.com/privacy.aspxYou can find our terms and conditions here:http://www.pocketmags.com/terms.aspx",体育,https://itunes.apple.com/cn/artist/beckett-media-llc/id495996256,英文,Beckett Basketball,免费,限4岁以上,2014年02月26日,需要 iOS 6.0 或更高版本。与 iPhone、iPad、iPod touch 兼容。 此 App 已针对 iPhone 5 进行优化。,1397366805,https://itunes.apple.com/cn/app/beckett-basketball/id643355158?mt=8,4.9.43,,
